function_name,data_length,runtime_speed_secs
silly_sort,2,5.7220458984375e-06
silly_sort,3,8.58306884765625e-06
silly_sort,4,1.3589859008789062e-05
stupid_sort,2,7.152557373046875e-07
stupid_sort,3,9.5367431640625e-07
stupid_sort,4,4.76837158203125e-07
